FIRST_NAME,LAST_NAME,CUSTOMER_ID,PRIVACY
Craig,Herr,9818,true
Edna,Perez,12229,false
Lovie,Poland,6978,false
Kirsten,Chambers,11476,false
Carmelina,Gaylord,6795,true
Jesus,Knudsen,8928,false
Ty,Hodge,11707,false
Jona,Hartley,13716,true
John,Harwell,13745,false
Philomena,Collins,3947,false
Kellie,Shoemaker,12637,false
Marcel,Neely,5953,true
Bobby,Wooden,13346,true
Coletta,Fischer,8707,true
Lesha,Hyman,9480,true
Debbie,Stamps,8000,false
Brenda,Button,12041,false
Larraine,Magee,6801,false
Deloise,Moses,14054,true
Shemeka,Upchurch,5765,false
Derick,Mullin,16203,true
Carter,Wyatt,3217,false
Dewitt,Cornell,5005,false
Bernardine,Abell,11950,false
Salley,Randle,12913,false
Jaimie,Ott,6591,false
Justin,Dodd,11626,false
Carmon,Brandon,7557,true
Casimira,Apodaca,8132,true
Monika,Ornelas,959,true
Monika,Gatewood,10109,false
Agnes,Agee,1529,false
Dierdre,Cowles,2828,true
Christel,Denning,13113,false
Tisa,Draper,7974,false
Wendolyn,Damron,4532,false
Celestine,Main,14226,false
Angela,Crum,10673,true
Karyn,Baylor,6125,false
Brittni,Mcdade,6761,false
Tanisha,Cote,3769,false
Dorothy,Whitehead,2804,false
Nelia,Slattery,14143,false
Luis,Eason,2613,false
Lawanna,Caruso,5214,true
Lupe,Rinehart,3020,false
Keenan,Hinds,2942,false
Claudio,Everett,9542,false
Doretta,Cote,10801,false
Gennie,Gale,24,false
Brendan,Rohr,3146,false
Sabina,Fong,14312,true
Ha,Trotter,4366,true
Thresa,Hickey,11377,false
Marie,Black,9047,false
Georgianne,Pelletier,2981,true
Karey,Blocker,6529,true
Charise,Perryman,12492,false
Imogene,Odonnell,11111,false
Wilbur,Crabtree,34,false
Lashonda,Duong,794,false
Peter,Styles,11042,false
Luisa,Sheffield,5716,false
Afton,Bonds,3699,false
Delia,Hoffman,14396,false
Whitney,Irvine,7646,true
Cassie,Ziegler,8405,false
Tomas,Maurer,7162,false
Caron,Esquivel,15350,false
Eveline,Grover,14234,false
Avery,Doughty,2089,false
Rosita,Markley,1296,false
Willian,Dotson,8748,false
Tiana,Albers,4483,false
Shaquita,Weiss,2107,false
Luci,Almond,387,true
Camellia,Centeno,153,false
Fredric,Hutson,9729,false
Briana,Cardona,4172,false
Sung,Mcintosh,14915,true
Caryn,Garber,2423,true
Mei,Iverson,13354,true
Allie,Koenig,3650,false
Dalia,Tapp,9933,false
Bibi,Bolden,1424,false
Rudy,Mattos,13431,false
Tracey,Hays,1363,true
Audrey,Gillespie,4925,true
Theron,Bradbury,311,true
Mariella,Mcmillen,10278,false
Lue,Abrams,4481,false
Roy,Herrmann,1075,false
Liane,Zimmer,11558,true
Mona,Garcia,10832,false
Hal,Call,7495,true
Patty,Guillen,9574,false
Stasia,Sells,733,true
Harrison,Fite,4783,true
Andrew,Beach,3566,false
Heather,Ellis,1199,false
Shena,Peacock,10971,false
Viola,Alley,1033,false
Lesa,Nash,12526,false
Joella,Rocha,11198,false
Gerry,Okeefe,5232,false
Arthur,Falk,13203,true
Jacquelin,Beyer,5408,false
Salvador,Crocker,14088,false
Tamie,Sigler,1768,false
Traci,Motley,3954,false
Teri,Calloway,12738,false
Chia,Drake,10307,true
Kitty,Hartmann,8058,false
Gino,Flannery,8179,false
Agatha,Teeter,10807,true
Yoshiko,Laporte,5880,false
Erinn,Edmonds,5571,false
Jody,Norfleet,8299,false
Vance,House,16253,true
Bernadette,Gage,4886,false
Cinderella,Ocampo,15395,true
Weldon,Sutter,10851,true
Collen,Way,13550,false
Denise,Durden,9505,false
Rachell,Cohen,10628,false
Larae,Simons,2103,false
Yuk,Rosenberg,8282,true
Shari,Griffiths,6738,false
Juanita,Richter,8178,false
Keena,Mayes,347,false
Shaunta,Lassiter,392,false
Darryl,Ely,10063,false
Gabriela,Plummer,8915,false
Valentine,Haskell,14543,false
Marvis,Townsend,9869,false
Mikaela,Beatty,4836,false
Lera,Dill,457,false
Kaylee,Burroughs,11697,false
Ronda,Lemon,14567,false
Jesusita,Madden,3644,false
Tonja,Ramirez,10056,false
Jacinda,Mcwilliams,8911,false
Kimberlie,Hagan,8040,false
Verla,Phelan,11412,false
Larue,Giron,7219,false
Trevor,Laird,15463,true
Ursula,Stern,8545,true
Natasha,Gunther,3013,false
Susy,Bowling,13952,false
Cathryn,Montoya,13875,false
Stacee,Negrete,7465,false
Missy,Sadler,11526,true
Lizeth,Gann,8529,false
Anitra,Carbajal,2975,false
Merrill,Richie,4083,false
Kendal,Ojeda,3281,false
Karin,Wright,12316,false
Kamala,Rowan,8268,false
Gladis,Guajardo,1154,false
Robt,Strauss,10428,true
Chrystal,Price,6651,true
Setsuko,Epps,8327,false
Arturo,Holton,2746,false
Yadira,Finn,9001,false
Carrol,Currier,8424,false
Earline,Paul,15346,false
Nicol,Humphrey,1508,false
Johnson,Martindale,11705,false
Ferdinand,Franklin,3544,false
Daniela,Kearney,2059,false
Clair,Bolling,6015,false
Lakendra,Muniz,8913,false
Mallory,Mattson,12271,false
Nadine,Clemons,4118,false
Lee,Prather,4839,false
Wendie,Saavedra,5164,false
Erline,Healey,42,false
Lura,Morrow,12842,true
Georgette,Coble,5168,false
Marisela,Fenner,11813,false
Meg,Childs,1709,false
Dorethea,Prosser,13121,true
Onie,Klinger,9041,false
Sima,Odonnell,3050,false
Asuncion,Stillwell,13886,false
Majorie,Wilburn,11893,false
Elmira,Battles,4979,true
Rebeca,Ha,3238,false
Angelita,Montoya,14181,false
Gaylord,Byrnes,11019,true
Soo,Gann,6239,true
Eldora,Merriman,8329,false
Sacha,Dickey,2536,true
Jolyn,Berg,13579,false
