FIRST_NAME,LAST_NAME,CUSTOMER_ID,PRIVACY
Rachael,Edmond,186,false
Lucienne,Desantis,822,false
Tiffiny,Hodgson,874,false
Sherly,Fullerton,814,false
Gus,Lindstrom,441,false
Long,Walter,9,true
Joya,Coombs,808,false
Claudine,Black,754,false
Gretta,Goetz,932,true
Jani,Jung,54,false
Fairy,Pitt,627,false
Jammie,Winston,88,false
Elmira,Shah,903,false
Barry,Ellington,923,false
Madonna,Pogue,17,false
Maxine,Bridges,993,true
Masako,Totten,360,true
Cara,Clark,656,false
Tisa,Almond,631,false
Tobi,Mares,548,false
Maybelle,Mccrary,605,false
Stefany,Tibbs,660,false
Jeanett,Beckett,625,false
Garnett,Woodley,436,false
Rachell,Salter,135,false
Dorothy,Conover,341,false
Luz,Henderson,411,false
Gustavo,Veal,337,true
Christia,Irvin,51,false
Akilah,Medlock,920,true
Demetra,Kent,161,true
Dale,Worley,395,true
Genesis,Oneil,342,false
Dominique,Hyde,701,false
Olinda,Teague,171,false
Annabelle,Sharp,661,false
Linda,Carlton,389,false
Hillary,Beltran,1005,false
Loreta,Finney,25,false
Tamekia,Fielder,314,false
Clyde,Vera,963,true
Jacinta,Sierra,71,false
Amada,Bronson,490,false
Tarah,Hays,293,true
Antonia,Coughlin,845,false
Kendrick,Burrows,635,false
Rosana,Seay,675,true
Clara,Rowland,116,false
Ellan,Maloney,104,false
Concepcion,Spangler,872,false
Prudence,Her,689,false
Olene,Wingfield,45,true
Sara,Ragan,386,true
Gudrun,Putnam,75,true
Shameka,Karr,653,false
Elana,Ragan,128,true
Andre,Ferrara,662,false
Jerry,Avery,915,false
Johna,Carver,309,false
George,Thorne,764,false
Sina,Frederick,356,false
Fern,Schweitzer,354,false
Benny,Schreiber,889,false
Aimee,Light,416,false
Tera,Karr,987,true
Devon,Geer,986,false
Serita,England,739,false
Abdul,Beale,563,false
Wilma,Linton,695,false
Gerry,Nolan,511,true
Treva,Lindsey,1019,false
Boyd,Shade,286,true
Sommer,Tillery,453,false
Judi,Mosher,873,false
Dominique,Chin,851,false
Garland,Platt,120,false
Laree,Cochran,673,false
Nikki,Fairbanks,668,false
Rosalia,Yount,92,false
Barrett,Hurd,219,false
Anibal,Rawlins,992,false
Rina,Andrew,830,false
Beula,Menendez,556,false
Krissy,Sands,676,false
Christena,Maxwell,30,true
Mckinley,Bragg,22,true
Zulma,Tapia,929,false
Greg,Marquis,598,false
Tonie,Hensley,546,false
Lavon,Waldrop,184,false
Sharee,Mixon,369,true
Erik,Hendricks,839,false
Clarence,Madrid,788,true
Janette,Freedman,160,true
Lynna,Gaylord,616,true
Cory,Beaudoin,143,false
Nikole,Elliot,203,false
Allena,Worth,566,false
Carroll,Montez,926,false
Everette,Levesque,956,false
Kasi,Funderburk,636,true
Walker,Berman,450,false
Talia,Stanton,773,true
Roselia,Cheek,680,false
Eugenie,Bannister,123,false
Eloy,Betancourt,301,true
Daisy,Speer,175,false
Sara,Getz,913,false
Hang,Crouch,318,false
Herta,Lister,234,true
Kimberli,Malone,109,false
Cori,Feliciano,294,true
Temple,Clary,11,false
Eleanora,Fuchs,902,false
Mira,Cheng,580,false
Charles,Camacho,133,false
Heide,Jamison,90,false
Carry,Pfeiffer,520,false
Hong,Gallo,399,false
Chelsea,Schofield,787,false
Trang,Calvert,29,false
Melodee,Reid,366,true
Marya,Ricci,78,false
Una,Rife,654,false
Katharyn,Snodgrass,846,true
Virgen,Adcock,905,false
Wayne,Billings,488,false
Adella,Ruiz,783,true
Chance,Galindo,428,false
Vennie,Hardison,726,false
Keila,Manson,684,false
Noel,Cranford,834,false
Kaylene,Sibley,1000,false
Marshall,Cardwell,762,false
Helaine,Chisholm,81,false
Maile,Derrick,52,false
Lisabeth,Mixon,169,false
Danica,Ryder,230,false
Coleman,Crist,576,false
Dani,Welker,57,false
Karlyn,Baum,103,true
Julieta,Bain,304,false
Harrison,Dodson,934,false
Lloyd,Dominguez,671,false
Leonor,Linares,735,false
Tonda,Moreau,645,false
Melia,Wicks,164,false
Sherman,Branham,529,true
Amie,Tubbs,962,true
Keren,Mccune,646,true
Carly,Boles,531,false
Alberto,Webber,313,false
Jacquelin,Tillery,917,true
Elidia,Turk,287,false
Anna,Styles,330,false
Leonarda,Hartwell,188,false
Cher,Romano,67,true
Berneice,Coppola,174,false
Lani,Sorensen,451,false
Nicolle,Bronson,319,true
Mathew,Dollar,474,false
Alyson,Humphrey,260,false
Sheila,Utley,703,false
Carylon,Gamboa,429,true
Albert,Hass,232,false
Ninfa,Nugent,844,false
China,Krieger,485,true
Ok,Carrier,1001,false
Reuben,Mcclelland,487,true
Vernell,Mcclain,129,false
Anne,Webster,954,true
Frederica,Dewey,483,true
Ladonna,Callender,564,false
Jarrod,Hundley,947,false
Norris,Reinhardt,273,false
Margarette,Cason,139,false
Donny,Weaver,504,false
Georgann,Homer,466,true
Elissa,Ordonez,223,false
