FIRST_NAME,LAST_NAME,CUSTOMER_ID,PRIVACY
Marylou,Langley,1,false
Omar,Hirsch,2,true
Daniel,Marcum,3,true
Harriet,Moore,4,false
Ayako,Mendenhall,5,false
Lieselotte,Bullock,6,false
Garret,Stroud,7,true
Lacresha,Britton,8,true
Brigid,Pederson,9,false
America,Langlois,10,false
Joye,Kidwell,11,true
Mirta,Penny,12,false
Colleen,Huffman,13,true
Louise,Dempsey,14,false
Berenice,Larkin,15,false
Chad,Schweitzer,16,false
Miyoko,Underhill,17,true
Regan,Duran,18,false
Davina,March,19,true
Rosalinda,Muse,20,false
Buck,Lear,21,false
Yolonda,Coley,22,false
Zofia,Thao,23,false
Terisa,Whittle,24,false
Toby,Hager,25,false
Gerry,Otoole,26,false
Rasheeda,Waldrop,27,false
George,Hardison,28,true
Mac,Tillery,29,false
Gisele,Connelly,30,false
Bebe,Nutt,31,false
Alanna,Arriaga,32,false
Kathern,Lau,33,false
Tameka,Mathews,34,false
Kylie,Bivens,35,false
Leone,Horsley,36,false
Melinda,Lafleur,37,false
Theron,Drake,38,false
Genny,Shephard,39,false
Shawnta,Krueger,40,false
Casandra,Dennison,41,false
Angle,Macdonald,42,false
Angelo,Sargent,43,false
Lolita,Lujan,44,true
Tamala,Fortier,45,false
Ingrid,Neville,46,true
Wilbur,Moran,47,false
Venetta,Devries,48,false
Jeanice,Jolly,49,true
Wanetta,Macon,50,false
Kary,Delacruz,51,false
Bradly,Roland,52,true
Ernie,Brumfield,53,true
Augustus,Bowden,54,true
Jude,Presley,55,false
Shan,Molina,56,false
Gregory,Yount,57,false
Tobi,Bible,58,false
Virgina,Pepper,59,true
Tenisha,Crocker,60,true
Gracie,Dorsey,61,true
Ranae,Murillo,62,false
Caroll,Hannon,63,true
Lucienne,Munoz,64,false
Frank,Carey,65,true
Anisha,Boling,66,false
Joanna,Mares,67,false
Garret,Fahey,68,false
Eldridge,Justice,69,false
Marguerita,Smyth,70,false
Mickey,Rollins,71,true
Cassandra,Wagoner,72,false
Aurelia,Branson,73,false
Keena,Contreras,74,false
Della,Neely,75,false
Monnie,Coats,76,false
Horacio,Noland,77,false
Librada,Ackerman,78,false
Isa,Cornish,79,false
Blake,Amaya,80,false
Yevette,Pendergrass,81,true
Kareem,Calvin,82,false
Sung,Houston,83,false
Kassie,Coulter,84,false
Valeri,Devlin,85,false
Vania,Burr,86,false
Zenobia,Hooker,87,false
Linette,Banuelos,88,false
Jann,Broussard,89,true
Keenan,Duckworth,90,true
Emelia,Rhoades,91,true
Omega,Cable,92,true
Stephenie,Calhoun,93,false
Jamar,Slagle,94,true
Gabriel,Pfeiffer,95,true
Suzi,Irizarry,96,true
Kelvin,Macklin,97,false
Tracie,Marrero,98,false
Honey,Mitchell,99,true
Daisey,Ho,100,false
Erik,Kimball,101,false
Stephan,Moseley,102,false
Daren,Crawley,103,true
Barbra,Humphreys,104,false
Luciana,Marrero,105,true
Cammy,Bullock,106,true
Ronald,Hutchings,107,false
Jeane,Smalley,108,false
Karissa,Link,109,true
Ming,Marrero,110,false
Megan,Duarte,111,false
Keisha,Boothe,112,true
Kiyoko,Salgado,113,false
Donn,Alaniz,114,false
Teisha,Mccabe,115,true
Jimmie,Kidd,116,true
Jeannetta,Moya,117,false
Cristie,Washburn,118,true
Felecia,Hay,119,false
Laurene,Carlos,120,false
Belen,Shaver,121,false
Cyndy,Ames,122,false
Gary,Atwell,123,false
Clarice,Hurtado,124,false
Margorie,Gavin,125,false
Natisha,Trudeau,126,false
Nu,Buchanan,127,false
Kendall,Grady,128,false
Toya,Boynton,129,false
Rosalia,Weis,130,false
Georgine,Moon,131,false
Fred,Crouch,132,false
Darcey,Rinehart,133,false
Lady,Hoppe,134,true
Patrice,Rico,135,false
Aleen,Pressley,136,false
Nola,Acuna,137,false
Sandy,Krueger,138,false
Mason,Bills,139,false
Marcie,Bordelon,140,false
Francis,Holcomb,141,false
Gita,Harding,142,false
Lon,Livingston,143,false
Terica,Stock,144,false
Danilo,Mccauley,145,false
Asuncion,Stiles,146,true
Ursula,Lewandowski,147,false
Jamey,Barnes,148,false
Azzie,Shultz,149,false
Kristal,Victor,150,false
Lilia,Flemming,151,false
Allyn,Durbin,152,false
Debrah,Hanks,153,false
Therese,Lester,154,false
Monet,Slater,155,false
Trisha,Batts,156,false
Tommie,Lam,157,false
Agripina,Rios,158,false
Magaly,Couch,159,false
Michale,Sager,160,false
Hsiu,Wilkerson,161,false
Yan,Shipp,162,true
Amie,Barbee,163,false
Cole,Donald,164,false
Ginger,Perron,165,true
Conrad,Weeks,166,false
Anibal,Lovejoy,167,false
Jestine,Rosario,168,false
Lanelle,Naquin,169,false
Albert,Abney,170,false
Huong,Martino,171,false
Desiree,Jarrett,172,false
Arminda,Belton,173,false
Su,Rosenberg,174,true
Clarence,Hutson,175,false
Victor,Boggs,176,false
Son,Wiley,177,false
Camelia,Metzger,178,true
Shanice,Dangelo,179,true
Stefani,Stuckey,180,false
Basilia,East,181,false
Kenneth,Suggs,182,false
Doyle,Colson,183,false
Georgina,Large,184,false
Huey,Krause,185,true
Jeannetta,Phipps,186,false
Sherlyn,Riggins,187,false
Isaiah,Plunkett,188,false
Frederica,Weis,189,false
Timothy,Tilley,190,false
Jamila,Bach,191,false
Josephine,Pineda,192,true
Lynn,Pettis,193,false
Carolyne,Maki,194,false
Nicola,Conroy,195,false
Leonora,Owen,196,true
Nga,Bradley,197,false
Adelaida,Herzog,198,false
Clementina,Rubin,199,false
Tona,Decker,200,false
Vilma,Towns,201,true
Marisol,Peralta,202,false
Reina,Washington,203,true
Cyrstal,Bunn,204,false
Juliette,Whiting,205,true
Margurite,Rhoades,206,false
Sparkle,Tompkins,207,false
Arnette,Hester,208,true
Chi,Arnett,209,false
Shalonda,Barrows,210,false
Lesia,Story,211,false
Harrison,Stover,212,false
Paul,Wagner,213,false
Kacy,Shepard,214,false
Lynell,Hutto,215,false
Queen,Chung,216,false
Sommer,Aquino,217,true
Angelena,Poston,218,true
Michaele,Levesque,219,false
Jill,Urban,220,false
Brynn,Peeples,221,false
Carmel,Shumate,222,true
Nicola,Chow,223,false
Margene,Sandoval,224,true
Angela,Fullerton,225,false
Shirely,Mattison,226,false
Shandi,Pollack,227,false
Brenton,Metzger,228,false
Kyle,Libby,229,false
Shery,Harrell,230,false
Elanor,Nunez,231,false
Olympia,Bostic,232,false
Gertha,Linder,233,false
Holley,Underhill,234,true
Cassandra,Nava,235,true
Essie,Gracia,236,true
Adina,Dickens,237,false
Lyndsay,Winfrey,238,false
Sol,Watt,239,false
Annette,Bartlett,240,false
Janey,Truong,241,false
Ivana,Tom,242,false
Terri,Mcgee,243,false
Crystle,Clayton,244,false
Mafalda,Knudson,245,false
Waneta,Bumgarner,246,false
Lavon,Cosby,247,false
Olen,Simon,248,false
Kim,English,249,false
Monica,Burkhart,250,false
Dottie,Bradbury,251,true
Morton,Pedersen,252,false
Brandon,Quezada,253,false
Bess,Martinez,254,false
Anthony,Starks,255,false
Alvin,Luster,256,false
