FIRST_NAME,LAST_NAME,CUSTOMER_ID,PRIVACY
Lilliam,Rauch,10901,false
Jeannetta,Coronado,62714,false
Sherron,Oakes,37354,true
Adria,Burchfield,60866,false
Darron,Daigle,35172,false
Nancee,Murillo,25599,false
Lane,Ames,59251,false
Angelique,Ackerman,16319,false
Leeanne,Stein,10760,false
Tenesha,Chesser,24355,true
Vada,Boling,41191,false
Apolonia,Hardison,12694,false
Corrinne,Dobbins,27102,true
Inez,Pinson,43597,false
Alleen,Frank,56985,false
Claudio,Boynton,6902,false
Loni,Greenberg,46300,false
Joey,Finney,38129,false
Marilyn,Boss,21563,true
Aubrey,Delvalle,59215,false
Andy,Clayton,29161,true
Arla,Stevens,1511,false
Tawny,Babcock,7115,true
Stefani,Ligon,22958,true
Julieta,Francisco,14371,true
Caryl,Lemaster,23960,true
Sherika,Flaherty,28430,false
Chun,Knapp,18528,true
Chrissy,Mancuso,49531,false
Marine,Meredith,48324,false
Librada,Edmond,11581,false
Misha,Charles,12642,false
Sharie,Rosario,21889,false
Anderson,Robles,4151,false
Gretta,Davies,27014,false
Tynisha,Dexter,58476,false
Jessica,Deaton,59730,true
Cedric,Clifford,13201,false
Zana,Collazo,61952,false
Song,Newkirk,39620,false
Timothy,Kunkel,32653,true
Pattie,Castillo,43116,false
Andreas,Steiner,3268,false
Marlene,Noriega,14783,false
Jackie,Lombardi,45,false
Kasi,Pantoja,16633,false
Wanetta,Harris,30518,false
Jasmine,Harter,43213,false
Liberty,Teal,59847,false
Kenya,Bozeman,6231,false
Roseline,Coulter,63076,false
Ji,Winstead,11902,true
Maynard,Runyan,42605,false
Frederick,Horne,14124,false
Jin,Milner,40182,false
Rosendo,Kearns,12086,false
Shayna,Caro,48742,false
Luis,Robles,42971,false
Shana,Sisson,53361,false
Claude,Barnette,8287,false
Regena,Tillery,8255,false
Sheri,Jacoby,60247,false
Rema,Hinton,45705,true
Salome,Weddle,13936,false
Shante,Gerald,44444,false
Erasmo,Ricker,14415,false
Birgit,Ryan,43585,false
Erik,Daigle,24281,false
Arlinda,Payne,7233,false
Lacy,Weir,7726,true
Caridad,Mcfarlane,2803,true
Sammie,Marvin,55290,false
Maris,Harwood,12485,true
Jeraldine,Stinnett,31986,true
Elodia,Nall,40768,false
Arnold,Beers,10016,true
Neville,Laughlin,850,false
Norman,Lebron,631,true
Deana,Cheng,57388,false
Eldora,Campbell,11103,false
Jeffry,Rickard,51546,false
Garnet,Elliot,51681,false
Olinda,Gomez,28882,true
Lien,Bradford,56270,false
Terrell,Canfield,21765,true
Giuseppina,Renteria,15558,false
Jc,Tejeda,63674,false
Suzie,Peoples,6251,false
Josphine,Vela,62546,false
Bruce,Worrell,41739,false
Susann,Echols,25376,false
Israel,Kirk,7091,false
Danita,Emmons,31273,false
Willa,Barnhart,37261,true
Winfred,Woodward,64053,false
Kacy,Shirley,7673,true
Tobie,Glass,60093,true
Denese,Perron,30027,false
Shanell,Brennan,35316,true
Ruthanne,Vinson,21291,true
Wilson,Hines,10250,true
Shantae,Hopson,56002,false
Maggie,Baylor,27942,false
Astrid,Lentz,60437,false
Reagan,Murdock,26540,false
Gladis,Matthews,37531,true
Rickie,Poirier,4248,false
Carson,Binder,35749,false
Shaun,Christopher,49449,false
Loraine,Hudgens,35149,false
Dong,Dortch,50134,false
Sparkle,Hubert,58691,false
Samantha,Rosser,41934,false
Kati,Ketchum,50186,false
Selena,Parker,14089,true
Nilda,Sizemore,42500,true
Rex,Mancini,57276,true
Alva,Boehm,51084,false
Edra,Woodward,28097,false
Maureen,Barr,43255,false
Les,Reilly,52983,false
Matilda,Earle,50646,false
Sharie,Schumacher,65229,false
Keva,Felix,7554,false
Kala,Trevino,59525,false
Patti,Mcclanahan,27769,true
Gaylord,Winston,5515,false
Emmett,Frame,63664,true
Davis,Salcido,26595,true
Shanelle,Connors,13967,false
Danae,Bland,36503,false
Janene,Singh,21775,true
Darcy,Lipscomb,15751,false
Jada,Tamayo,2388,false
Zenia,Shumate,64170,false
Emilee,Venable,36348,false
Kathrine,Finley,49523,false
Eric,Sauer,14597,false
Robyn,Haas,2843,false
Despina,Danielson,62949,false
Chris,Cohen,416,false
Ina,Sperry,56847,false
Daria,Erickson,20150,false
Marline,Millard,26362,true
Alonzo,Baldwin,39603,true
Sandra,Jacoby,27041,false
Petronila,Corrigan,59093,true
Kim,Settle,21525,false
Jaye,Knight,45707,false
Jesse,Mccloud,44948,false
Georgine,Wilkinson,14165,false
Tosha,Lacroix,17532,false
Gabrielle,Marin,18625,false
Elvie,Champion,8680,false
Jeanice,Wilhelm,57553,false
Beverley,Beall,8165,true
Gregory,Demarco,63792,false
Dora,Rigsby,25743,false
Jerald,Potts,56266,false
Aubrey,Seibert,40251,false
Tai,Girard,46823,false
Libbie,Grayson,54691,true
Verena,Wheat,6873,false
Dorian,Langlois,5267,false
Kayce,Barnard,7742,false
Louie,Wong,31557,true
Mathilda,Brower,35356,false
Josephine,Zimmerman,5016,true
Felisa,Muhammad,7614,false
Kieth,Spear,25982,true
Melita,Payton,28590,true
Ozella,Stiles,12171,true
Oralee,Bellamy,1929,false
Ela,Boatwright,13068,false
Emmie,Clanton,48674,false
Donovan,Goff,33054,false
Cristal,Wiley,14830,false
Rosamond,Taber,43075,false
Gertude,Babin,54257,false
Kamilah,Nix,54113,false
Casey,Naylor,6317,true
Melodie,Manuel,5592,false
Cathleen,Shuler,15732,true
Vincent,Rodgers,6450,true
Kurt,Ellington,36789,false
Jamal,Gilley,23200,false
Lissa,Mayhew,41277,true
Cassey,Rowley,63043,true
Johnsie,Grice,52287,true
Tony,Macdonald,62358,false
Antonia,Chesser,20297,true
Eula,Martens,43331,false
Lisa,Arthur,48437,false
Selena,Fairchild,24289,false
Risa,Lennon,65395,true
Michel,Aponte,3465,false
Clair,Arredondo,38983,true
Marla,Hutto,46749,false
Rikki,Ma,42817,false
Kellye,Sheehan,43524,false
Murray,Palumbo,29388,false
Thuy,Ashford,50978,true
Sherell,Coulter,28543,false
Soon,Mcneal,64541,true
Jerry,Enos,12738,false
Arica,Patrick,62053,true
Quinn,Person,6986,true
Mauricio,Willey,211,false
Linh,Grogan,32841,false
Scottie,Gay,45412,true
Ira,Ezell,60955,true
Genia,Dorn,7175,true
Kaylene,Stowe,40283,false
Hiram,Costello,25938,true
Elsy,Sims,58781,false
Majorie,Bartlett,49041,false
Blythe,Stinnett,39201,false
Marylouise,Tidwell,26836,false
Argentina,Lebron,5773,false
Tatyana,Barger,44711,false
Ira,Pino,44432,false
Stanley,Keating,4680,false
Shelby,Beach,16761,false
Katharina,Willingham,24223,false
Frederick,Benner,21006,false
Ilana,Lord,25754,false
Charlyn,Royster,25952,true
Willis,Barnard,18946,false
Noriko,Goodwin,6164,false
Vida,Bingham,6954,false
Alvera,Kane,10288,false
Cami,Quinones,63451,false
Gina,March,24608,false
Jenifer,Mcvay,42536,false
Enid,Sands,10557,false
Theresa,Riddle,40463,true
Hedwig,Green,8924,false
Hae,Applegate,28154,false
Muoi,Shell,41725,true
Pilar,Luna,12528,true
Wes,Rivera,12823,false
Emil,Boggs,18770,true
Wm,Beaudoin,38608,false
Tia,Ledoux,25555,true
Lettie,Logsdon,8270,false
Hiroko,Shay,20972,false
Rosette,Hayward,37703,false
Nakisha,Lennon,16800,false
William,Southern,50979,true
Danuta,Stevens,55172,false
Shea,Steadman,54328,false
Dominique,Espinosa,17840,true
Elbert,Wong,36218,false
Kena,Gainey,16947,false
Savanna,Westfall,51830,true
Darin,Murdock,55657,false
Arlene,Ferrari,5689,false
Hope,Baca,1357,false
Merrill,Leslie,56612,true
Zoila,North,46198,false
Merry,Moll,41411,false
Sybil,Merchant,28117,false
Earle,Gillen,3966,false
Kellee,Mcneill,32948,true
Martina,Nieves,9357,false
Nicholle,Button,46720,false
Marline,Horowitz,58303,false
Karin,Windham,46234,false
Lupe,Dailey,8545,false
Sofia,Knight,3313,false
Patricia,Lacroix,5502,false
Dodie,Carvalho,6593,true
Ardell,Nabors,34491,false
Nadia,Bowen,11628,false
Roosevelt,Dukes,42843,false
Sebrina,Almanza,32941,false
Oliver,Winters,13560,false
Willene,Caskey,12991,false
Serena,Blair,24736,false
Ignacia,Brant,24517,false
Valene,Hammonds,16546,false
Joellen,Bobbitt,62216,true
Jona,Hanks,6959,false
Darnell,Diaz,30829,false
Riley,Ledbetter,40002,true
Lacie,Mason,13332,true
Kori,Strain,6994,false
Rosena,Girard,12095,false
Fidela,Knox,64313,false
Ron,Winters,22820,true
Adina,Garrison,11645,false
Emerald,Maguire,46499,false
Pansy,Malloy,38240,false
Barbie,Uribe,63994,false
Nery,Louis,9939,false
Kristyn,Lowman,38750,false
Deshawn,Himes,50451,false
Sanjuana,Savoy,52947,false
Scott,Francisco,16495,false
Stefania,Moon,51348,true
Son,Bruno,59481,true
Wade,Runyon,25245,false
Stefani,Wilde,30674,false
Kimberli,Clement,48483,false
Madeline,Caro,22370,false
Daine,Goforth,5135,true
Sonja,Deal,26441,false
Daphine,Reinhardt,29864,true
Natisha,Buchanan,31112,false
Isidro,Jeffries,50283,false
Romeo,Shin,62773,false
Porsha,Heath,48636,false
Leila,Manning,13975,true
Carman,Reed,48067,false
Marcos,Crosby,52593,false
Alec,Palumbo,59660,false
Jermaine,Schmid,5535,false
