FIRST_NAME,LAST_NAME,CUSTOMER_ID,PRIVACY
Chaya,Tamayo,1,false
Maranda,Hayden,5,false
Karina,Mohr,41,true
Annemarie,Addison,37,true
Richie,Negron,29,false
Gonzalo,Olivarez,7,false
Brett,Billiot,20,false
Shakita,Couch,26,false
Dee,Starnes,12,false
Glynis,Mcfarlane,42,false
Ozella,Sampson,10,false
Loren,Steiner,39,false
Rosalind,Eubanks,38,false
Deloras,Stamps,51,false
Cherlyn,Beauregard,54,false
Katrina,Tellez,45,true
Flavia,Bobo,35,false
Ora,Sullivan,33,false
Nikia,Segura,2,false
Trina,Easter,24,false
Clarinda,Edgar,53,false
Yen,Roland,63,false
Edgar,Adair,11,false
Genna,Swafford,16,false
Sharika,Wong,27,false
Else,Bautista,28,true
Brittny,Thompson,25,false
Lorina,Roby,22,true
Mariko,Bogan,55,false
Cythia,Seward,58,false
Faviola,Pratt,15,false
Danyell,Albers,59,false
Giselle,Canty,36,false
Nakia,Lusk,43,false
Tasha,Sauer,18,false
Steffanie,Justice,3,true
Jeanie,Loomis,52,false
Lorette,Ritter,30,true
Chong,Cowley,40,false
Tristan,Jacobson,57,false
Winifred,Mclaughlin,47,false
Naida,Duncan,48,false
Patrick,Love,9,false
Pamila,Hines,31,false
Elidia,Barksdale,61,true
Evie,Brantley,44,false
Hiroko,Peoples,64,false
Skye,Guffey,4,false
Breann,Ramey,8,false
Han,Halcomb,23,false
Kenneth,Pelletier,19,false
Lan,Regalado,32,true
Dorris,Echevarria,14,false
Herlinda,Sims,21,false
Pearly,Swartz,13,false
Vivien,Cantrell,60,false
Katharine,Walters,6,true
Margit,Labbe,56,false
Parker,Cho,34,false
Jina,Zepeda,17,false
Dollie,Chow,62,true
Vernie,Berman,49,true
Grayce,Bauman,50,false
Zack,Romero,46,true
